Price,Brand,Model,Version,Year,Milleage,Doors,Fuel,Shield,Color,Transmision,Direction,Traction,Only owner,Motor,Cylinders
16.000.000,Renault,Sandero,sandero  expression,2009,135.200 km,5,Gasolina,DCF129,GRISPLATA,Mecánica,Mecánica,4x2,Sí,nan,nan
18.900.000,Renault,Sandero,DINAMIQUE FULL/ financio,2011,110.000 km,4,Gasolina,kgd090,Rojo,Mecánica,Hidráulica,4x2,nan,nan,nan
29.990.000,Renault,Sandero,KWID LIFE,2020,0 km,5,Gasolina,nan,Segúndisponibilidad,Mecánica,Mecánica,4x2,nan,nan,nan
28.900.000,Renault,Sandero,EXPRESSION 1.6LT 8V MT,2016,39.030 km,4,Gasolina,JFP930,RojoFuego,Mecánica,Hidráulica,nan,nan,nan,nan
21.500.000,Renault,Sandero,GT LINE MT 1600CC 16V FE,2012,71.000 km,nan,Gasolina,xxx4,Vinotinto,Manual,Hidráulica,nan,Sí,1600,nan
29.490.000,Renault,Sandero,EXPRESSION MT 1600CC 8V AA,2016,40.588 km,nan,Gasolina,IJS701,Plateado,Manual,Hidráulica,nan,Sí,1600,nan
21.900.000,Renault,Sandero,GT LINE,2012,66.000 km,5,Gasolina,8,Gris,Mecánica,Asistida,4x2,nan,nan,nan
26.900.000,Renault,Sandero,AUTOMATICO,2012,59.802 km,5,Gasolina,MCW411,Rojo,Automática,Hidráulica,nan,nan,nan,nan
26.800.000,Renault,Sandero,AUTHENTIQUE,2016,43.300 km,4,Gasolina,IWN117,PLATA,Mecánica,Asistida,4x2,nan,nan,nan
32.500.000,Renault,Sandero,GT LINE MT 1600CC 16V FE,2015,65.700 km,5,Gasolina,IDZ775,Negro,Manual,Hidráulica,nan,nan,1.6,nan
25.890.000,Renault,Sandero,Authentique Financio,2016,15.509 km,5,Gasolina,IUY904,Plata,Manual,Hidráulica,4x2,nan,nan,nan
25.800.000,Renault,Sandero,DYNAMIQUE AT 1600CC 16V,2014,67.000 km,5,Gasolina,HPS147,Gris,Automática,Hidráulica,nan,nan,1.6,nan
21.500.000,Renault,Sandero,RENAULT SANDERO 1.600CC,2015,54.000 km,5,Gasolina,UDL489,Rojo,Mecánica,Hidráulica,4x2,Sí,nan,nan
25.900.000,Renault,Sandero,AUTHENTIQUE MT 1600CC 8V SA,2016,28.000 km,nan,Gasolina,IJS080,Plateado,Manual,Hidráulica,nan,Sí,1.6,4
25.000.000,Renault,Sandero,nan,2013,38.000 km,nan,nan,impar,Rojo,Manual,Hidráulica,nan,nan,nan,nan
38.900.000,Renault,Sandero,RS Sport,2017,23.000 km,5,Gasolina,edx435,nan,Manual,nan,nan,nan,nan,nan
28.900.000,Renault,Sandero,AUTHENTIQUE CA,2018,27.000 km,5,Gasolina,DNL232,Azul,Mecánica,Hidráulica,4x2,Sí,nan,nan
23.900.000,Renault,Sandero,Renault sandero aut,2012,49.900 km,4,Gasolina,rol312,nan,Automática,nan,nan,nan,nan,nan
21.990.000,Renault,Sandero,GT LINE,2011,65.000 km,5,Gasolina,RHT668,Rojo,Mecánica,Hidráulica,nan,nan,nan,nan
23.000.000,Renault,Sandero,EXPRESSION MT 1600CC 8V AA,2012,89.000 km,nan,Gasolina,RIN252,Rojo,Manual,Hidráulica,nan,Sí,1.6,nan
29.500.000,Renault,Sandero,nan,2018,44.000 km,nan,Gasolina,efm917,Rojo,Manual,Hidráulica,nan,nan,1600,nan
34.500.000,Renault,Sandero,New Sandero Aut,2017,34.000 km,5,Gasolina,IUX108,Plateado,Automática,Hidráulica,4x2,nan,nan,nan
28.500.000,Renault,Sandero,LOGAN LIFE,2018,59.200 km,5,Gasolina,IVV475,PLATA,Mecánica,Asistida,4x2,Sí,nan,nan
31.800.000,Renault,Sandero,Expression,2018,14.080 km,5,Gasolina,EDX699,Plateado,Mecánica,Hidráulica,4x2,Sí,nan,nan
25.490.000,Renault,Sandero,AUTHENTIQUE AA,2016,44.000 km,4,Gasolina,IKU456,PLATA,Mecánica,Asistida,4x2,nan,nan,nan
19.000.000,Renault,Sandero,AUTENTIQUE,2012,40.000 km,5,Gasolina,MAU518,Plateado,Mecánica,Hidráulica,4x2,nan,nan,nan
18.000.000,Renault,Sandero,expresion,2014,75.000 km,5,Gasolina,hnw902,Gris,Mecánica,Hidráulica,4x2,nan,nan,nan
38.500.000,Renault,Sandero,RS Sport,2017,22.994 km,5,Gasolina,DQL600,Blanco,Manual,Hidráulica,nan,nan,nan,nan
24.698.000,Renault,Sandero,AUTHENTIQUE,2016,44.000 km,4,Gasolina,IKU456,PLATA,Mecánica,Hidráulica,4x2,Sí,nan,nan
14.900.000,Renault,Sandero,AUTHENTIQUE,2009,108.000 km,5,Gasolina,6,nan,Mecánica,nan,nan,nan,nan,nan
35.640.000,Renault,Sandero,Life,2020,0 km,4,Gasolina,nan,Otro,Manual,Eléctrica,nan,nan,1600,nan
17.490.000,Renault,Sandero,Dinamique,2009,88.000 km,4,Gasolina,*****2,Negro,Mecánica,Hidráulica,nan,nan,nan,nan
16.600.000,Renault,Sandero,SANDERO,2009,130.000 km,4,Gasolina,XXX583,nan,Mecánica,Mecánica,4x2,nan,nan,nan
30.500.000,Renault,Sandero,nan,2019,16.000 km,nan,Gasolina,xxxxx4,nan,Mecánica,nan,nan,nan,nan,nan
22.300.000,Renault,Sandero,Sandero GT Line Automatiq,2012,96.500 km,5,Gasolina,GRG-278,GrisEstrella,Automáticasecuencial,Hidráulica,4x2,nan,nan,nan
24.000.000,Renault,Sandero,GT LINE,2014,82.000 km,4,Gasolina,HIS232,Gris,Mecánica,Hidráulica,4x2,nan,nan,nan
24.900.000,Renault,Sandero,Expression,2016,43.000 km,5,Gasolina,UTN810,Rojofuego,Mecánica,Hidráulica,4x2,nan,nan,nan
25.950.000,Renault,Sandero,GTLine,2015,37.000 km,4,Gasolina,xxxx4,nan,Mecánica,nan,nan,Sí,nan,nan
29.000.000,Renault,Sandero,Dynamique,2016,32.600 km,5,Gasolina,DAR617,Azulpersan,Mecánica,Electroasistida,nan,nan,nan,nan
28.000.000,Renault,Sandero,gt line,2016,47.800 km,4,Gasolina,utl903,nan,Manual,nan,nan,nan,nan,nan
24.500.000,Renault,Sandero,Automatico,2014,43.800 km,5,Gasolina,HGV160,nan,Automática,nan,nan,nan,nan,nan
18.300.000,Renault,Sandero,nan,2010,103.000 km,nan,nan,Ddn158,Azul,Manual,Hidráulica,nan,nan,nan,nan
25.000.000,Renault,Sandero,Sandero expression,2015,57.000 km,5,Gasolina,UCX 213,nan,Mecánica,nan,nan,nan,nan,nan
19.500.000,Renault,Sandero,Renault Sandero,2012,70.000 km,5,Gasolina,2,nan,Mecánica,nan,nan,nan,nan,nan
29.700.000,Renault,Sandero,GT Line,2016,54.000 km,4,Gasolina,787,Gris,Mecánica,Hidráulica,4x2,Sí,nan,nan
22.150.000,Renault,Sandero,Expression,2013,53.000 km,5,Gasolina,NBZ591,ROJOVIVO,Mecánica,Hidráulica,nan,nan,nan,nan
18.500.000,Renault,Sandero,Expression,2010,98.700 km,5,Gasolina,KGC733,nan,Mecánica,nan,nan,nan,nan,nan
21.000.000,Renault,Sandero,GT LINE MT 1600CC 16V,2012,99.500 km,4,Gasolina,8,Gris,Mecánica,Hidráulica,4x2,Sí,nan,nan
18.800.000,Renault,Sandero,Expression Full Equipo 1.6,2012,116.700 km,5,Gasolina,ABC129,AzulGris,Automática,Hidráulica,4x2,nan,nan,nan
31.500.000,Renault,Sandero,TRIP ADVISOR,2018,13.800 km,5,Gasolina,DXK138,GRISCOMET,Mecánica,Asistida,4x2,nan,nan,nan
24.500.000,Renault,Sandero,Sandero dinamic,2015,21.200 km,5,Gasolina,515,grisbeish,Automáticasecuencial,Hidráulica,nan,nan,nan,nan
23.500.000,Renault,Sandero,authentique,2017,61.982 km,4,Gasolina,IXT078,nan,Manual,Hidráulica,nan,nan,nan,nan
17.300.000,Renault,Sandero,Sandero GT Line,2010,94.000 km,4,Gasolina,DDH-014,GrisPlatina,Mecánica,Hidráulica,4x2,nan,nan,nan
22.500.000,Renault,Sandero,expresión 1.6,2012,79.000 km,4,Gasolina,impar terminada en 1,nan,Mecánica,nan,nan,nan,nan,nan
23.000.000,Renault,Sandero,2015,2015,103.000 km,4,Gasolina,Bgx513,nan,Automática,nan,nan,nan,nan,nan
37.000.000,Renault,Sandero,sandero rs,2017,22.000 km,5,Gasolina,JDU525,Rojo,Mecánica,Electroasistida,nan,nan,nan,nan
21.500.000,Renault,Sandero,E,2015,42.000 km,5,Gasolina,HVQ347,nan,Mecánica,nan,nan,nan,nan,nan
28.000,Renault,Sandero,lift,2018,24.000 km,5,Gasolina,DWQ580,Negro,Mecánica,Electroasistida,4x2,Sí,nan,nan
24.000.000,Renault,Sandero,Automatiq 16 16 valvulas automatico,2014,61.937 km,4,Gasolina,KLM550,Gris,Automática,Asistida,nan,nan,nan,nan
27.000.000,Renault,Sandero,SANDERO EXPRESSION,2017,55.023 km,5,Gasolina,3,GRISCOMET,Mecánica,Asistida,4x2,nan,nan,nan
21.000.000,Renault,Sandero,nan,2012,67.000 km,nan,nan,MAW604,nan,Mecánica,nan,nan,nan,nan,nan
22.000.000,Renault,Sandero,Dinamic,2013,105.000 km,5,Gasolina,MPU 3,nan,Mecánica,nan,nan,nan,nan,nan
17.300.000,Renault,Sandero,Renault Sandero dinamic,2009,120.430 km,5,Gasolina,DAI353,nan,Mecánica,nan,nan,nan,nan,nan
26.900.000,Renault,Sandero,Expression,2015,23.500 km,5,Gasolina y gas,IDX778,nan,Mecánica,nan,nan,nan,nan,nan
19.200.000,Renault,Sandero,Autentique,2011,106.000 km,5,Gasolina,CWY002,nan,Mecánica,nan,nan,nan,nan,nan
32.000.000,Renault,Sandero,life,2019,18.500 km,4,Gasolina,ELP 383,nan,Mecánica,nan,nan,nan,nan,nan
26.000.000,Renault,Sandero,GT LINE FUL EQUIPO,2015,42.000 km,5,Gasolina,Particular,nan,Mecánica,nan,nan,nan,nan,nan
21.200.000,Renault,Sandero,Gt Line,2012,100.000 km,4,Gasolina,4,nan,Mecánica,nan,nan,nan,nan,nan
21.200.000,Renault,Sandero,Gt Line,2012,100.000 km,4,Gasolina,4,nan,Mecánica,nan,nan,nan,nan,nan
34.900.000,Renault,Sandero,Dynamique AT,2017,15.200 km,5,Gasolina,JEV271,GRISCOMET,Automáticasecuencial,Hidráulica,4x2,nan,nan,nan
21.200.000,Renault,Sandero,Gt Line,2012,100.000 km,4,Gasolina,mcq044,nan,Mecánica,nan,nan,nan,nan,nan
33.000.000,Renault,Sandero,2018,2018,19.000 km,5,Gasolina,par,nan,Mecánica,nan,nan,nan,nan,nan
33.500.000,Renault,Sandero,Sandero Expression,2018,19.000 km,5,Gasolina,par,nan,Mecánica,nan,nan,nan,nan,nan
25.700.000,Renault,Sandero,Expresion,2015,38.000 km,5,Gasolina,ZZP340,nan,Mecánica,nan,nan,nan,nan,nan
19.900.000,Renault,Sandero,Expresion,2010,85.000 km,5,Gasolina,OOO777,nan,Mecánica,nan,nan,nan,nan,nan
23.000.000,Renault,Sandero,Autectic,2013,44.000 km,4,Gasolina,HBM,nan,Mecánica,nan,nan,nan,nan,nan
23.500.000,Renault,Sandero,Dynamique,2010,57.200 km,5,Gasolina,RAZ092,GrisPlatino,Mecánica,Hidráulica,4x2,nan,nan,nan
31.500.000,Renault,Sandero,Expression Night & D,2017,2.400 km,5,Gasolina,DNM 374,nan,Mecánica,nan,nan,nan,nan,nan
22.000.000,Renault,Sandero,Authentique,2014,54.828 km,5,Gasolina,HH,GrisComet,Mecánica,Hidráulica,nan,Sí,nan,nan
21.500.000,Renault,Sandero,"Sandero, Authentique",2016,93.500 km,5,Gasolina,*****3,GrisEstrella,Mecánica,Asistida,4x2,Sí,nan,nan
19.000.000,Renault,Sandero,2012 autentic,2012,141.000 km,5,Híbrido,Riu564,nan,Mecánica,nan,nan,nan,nan,nan
17.500.000,Renault,Sandero,Renault Sandero Dynamic,2009,108.000 km,5,Gasolina,DBO756,nan,Mecánica,nan,nan,nan,nan,nan
24.000.000,Renault,Sandero,Hachback,2013,63.850 km,4,Gasolina y gas,HAR583,nan,Automática,nan,nan,nan,nan,nan
26.000.000,Renault,Sandero,dynamique 1600 MT V8,2014,70.000 km,4,Gasolina,HCP699,nan,Mecánica,nan,nan,nan,nan,nan
19.000.000,Renault,Sandero,RENAUL SANDERO EXPRESSION,2011,80.000 km,5,Gasolina,XXX152,nan,Mecánica,Hidráulica,nan,nan,nan,nan
22.500.000,Renault,Sandero,Sandero,2013,66.000 km,5,Gasolina,Ndr 026,nan,Mecánica,nan,nan,nan,nan,nan
24.500.000,Renault,Sandero,SANDERO EXPRESSION 2015,2015,59.000 km,4,Gasolina,IAT328,ROJOFUEGO,Mecánica,Mecánica,nan,nan,nan,nan
18.500.000,Renault,Sandero,sandero expression,2011,80.000 km,5,Gasolina,rbw572,nan,Mecánica,nan,nan,nan,nan,nan
19.000.000,Renault,Sandero,Autentic,2013,91.000 km,5,Gasolina,*****4,nan,Mecánica,nan,nan,nan,nan,nan
26.000.000,Renault,Sandero,GT LINE FUL EQUIPO,2015,42.000 km,5,Gasolina,PARTICULAR,nan,Mecánica,nan,nan,nan,nan,nan
22.000.000,Renault,Sandero,Dinamiquet gt line,2012,200.000 km,4,Gasolina y gas,Rjp391,nan,Mecánica,nan,nan,nan,nan,nan
21.000.000,Renault,Sandero,Expresion,2012,59.000 km,5,Gasolina,Mjv966,nan,Mecánica,nan,nan,nan,nan,nan
16.500.000,Renault,Sandero,Sandero GT,2009,135.000 km,5,Gasolina,2,Gris,Mecánica,Mecánica,nan,nan,nan,nan
41.500.000,Renault,Sandero,Sandero RS,2017,7.100 km,5,Gasolina,Par,nan,Mecánica,nan,nan,nan,nan,nan
21.000.000,Renault,Sandero,Expression,2013,80.000 km,4,Gasolina,4,nan,Mecánica,nan,nan,nan,nan,nan
20.000.000,Renault,Sandero,aunthentic,2014,82.000 km,5,Gasolina,hcw903,Gris,Mecánica,Asistida,4x2,nan,nan,nan
41.600.000,Renault,Sandero,EXCLUSIVE,2018,10.335 km,5,Gasolina,PAR (6),GRISCOMET,Automática,Hidráulica,nan,Sí,nan,nan
19.000.000,Renault,Sandero,Autentique 2012,2012,84.000 km,5,Gasolina,Pares,nan,Mecánica,nan,nan,nan,nan,nan
24.000.000,Renault,Sandero,Expresión sl 45,2015,33.500 km,5,Gasolina,Urr042,nan,Mecánica,nan,nan,nan,nan,nan
17.500.000,Renault,Sandero,Sandero expresión,2009,105.000 km,5,Gasolina,Dbq548,Gris,Mecánica,Hidráulica,4x2,nan,nan,nan
24.000.000,Renault,Sandero,sandero 1.6,2016,80.000 km,5,Gasolina,imu297,nan,Mecánica,nan,nan,nan,nan,nan
20.000.000,Renault,Sandero,Autentic,2012,93.300 km,4,Gasolina,Par,nan,Mecánica,nan,nan,nan,nan,nan
24.000.000,Renault,Sandero,Gt line,2012,86.000 km,5,Gasolina,KHZ479,nan,Mecánica,nan,nan,nan,nan,nan
27.000.000,Renault,Sandero,Dinamique,2015,34.000 km,5,Gasolina,Htp 917,nan,Automática,nan,nan,nan,nan,nan
23.000.000,Renault,Sandero,Sandero 2015,2015,50.000 km,4,Gasolina,Impar,nan,Mecánica,nan,nan,nan,nan,nan
17.000.000,Renault,Sandero,GT 1.6,2010,156.000 km,5,Gasolina,9,nan,Mecánica,nan,nan,nan,nan,nan
26.600.000,Renault,Sandero,SANDERO GT LINE,2015,39.000 km,5,Gasolina,UCN297,Gris,Mecánica,Hidráulica,4x2,nan,nan,nan
20.000.000,Renault,Sandero,Authentique,2013,44.500 km,5,Gasolina,HBR108,Azul,Mecánica,Electroasistida,4x2,Sí,nan,nan
19.000.000,Renault,Sandero,Sandero gt,2010,122.000 km,5,Gasolina,Ddi 820,nan,Mecánica,nan,nan,nan,nan,nan
34.500.000,Renault,Sandero,2019,2019,4.500 km,5,Gasolina,Fol206,nan,Mecánica,nan,nan,nan,nan,nan
20.000.000,Renault,Sandero,nan,2011,75.000 km,nan,Gasolina,RHZ921,Azul,Manual,Hidráulica,nan,nan,1600,nan
